subject,metadata.category.set,metadata.category.len,metadata.category.set_f,metadata.category.len_f,metadata.category.valid,metadata.category.reasons,metadata.unit.value,metadata.unit.valid,metadata.unit.reasons,metadata.dims.shape,metadata.dims.value,metadata.dims.xyz_m,metadata.dims.prod,metadata.dims.prod_m,metadata.dims.valid,metadata.dims.reasons,metadata.valid,metadata.reasons,paths.source_mesh.exists,paths.source_mesh.fsize,paths.source_mesh.valid,paths.source_mesh.reasons,paths.source_mask.exists,paths.source_mask.fsize,paths.source_mask.valid,paths.source_mask.reasons,paths.valid,paths.reasons,artifacts.scene.geometries,artifacts.scene.mesh.vertices,artifacts.scene.mesh.bbox_min,artifacts.scene.mesh.bbox_max,artifacts.scene.mesh.extent,artifacts.scene.mesh.faces,artifacts.scene.mesh.surface_area,artifacts.scene.mesh.boundary_edges,artifacts.scene.mesh.interior_edges,artifacts.scene.mesh.nonmanifold_edges,artifacts.scene.mesh.euler_number,artifacts.scene.mesh.watertight,artifacts.scene.mesh.components,artifacts.scene.mesh.volume,artifacts.scene.mesh.ch_volume,artifacts.scene.mesh.convexity,artifacts.scene.mesh.valid,artifacts.scene.mesh.reasons,artifacts.scene.repair.vertices,artifacts.scene.repair.bbox_min,artifacts.scene.repair.bbox_max,artifacts.scene.repair.extent,artifacts.scene.repair.faces,artifacts.scene.repair.surface_area,artifacts.scene.repair.boundary_edges,artifacts.scene.repair.interior_edges,artifacts.scene.repair.nonmanifold_edges,artifacts.scene.repair.euler_number,artifacts.scene.repair.watertight,artifacts.scene.repair.components,artifacts.scene.repair.volume,artifacts.scene.repair.ch_volume,artifacts.scene.repair.convexity,artifacts.scene.repair.valid,artifacts.scene.repair.reasons,artifacts.scene.valid,artifacts.scene.reasons,artifacts.binvox.dims,artifacts.binvox.translate,artifacts.binvox.scale,artifacts.binvox.axis_order,artifacts.binvox.array.ndim,artifacts.binvox.array.shape,artifacts.binvox.array.dtype,artifacts.binvox.array.min,artifacts.binvox.array.max,artifacts.binvox.array.sum,artifacts.binvox.array.mean,artifacts.binvox.array.nonzero,artifacts.binvox.array.nans,artifacts.binvox.array.components,artifacts.binvox.array.thickness_p5,artifacts.binvox.array.thickness_p50,artifacts.binvox.array.thickness_p95,artifacts.binvox.array.area_p5,artifacts.binvox.array.area_p50,artifacts.binvox.array.area_p95,artifacts.binvox.array.valid,artifacts.binvox.array.reasons,artifacts.binvox.clean.ndim,artifacts.binvox.clean.shape,artifacts.binvox.clean.dtype,artifacts.binvox.clean.min,artifacts.binvox.clean.max,artifacts.binvox.clean.sum,artifacts.binvox.clean.mean,artifacts.binvox.clean.nonzero,artifacts.binvox.clean.nans,artifacts.binvox.clean.components,artifacts.binvox.clean.thickness_p5,artifacts.binvox.clean.thickness_p50,artifacts.binvox.clean.thickness_p95,artifacts.binvox.clean.area_p5,artifacts.binvox.clean.area_p50,artifacts.binvox.clean.area_p95,artifacts.binvox.clean.valid,artifacts.binvox.clean.reasons,artifacts.binvox.valid,artifacts.binvox.reasons,artifacts.valid,artifacts.reasons,valid,reasons,artifacts.scene.exc,paths.source_mask.exc,source_path,job_name,job_id,dims_error
wss.5e61fc6946ed74c3532e8683617554c4,"{'Dresser', 'ChestOfDrawers'}",2,"{'Dresser', 'ChestOfDrawers'}",2,True,(),0.0475968271833327,True,(),"(3,)",[128.2744   129.99883   91.386856],[1.282744   0.91386856 1.2999883 ],1523923.5203321103,1.52392352033211,True,(),True,(),True,82429,True,(),True,51388,True,(),True,(),3,1140,[0. 0. 0.],[19.2002 26.9502 27.3125],[19.2002 26.9502 27.3125],380,3817.181733359543,1140,0,0,380,False,380,12317.607413603524,14081.791388234187,0.8747187821497839,True,(),176.0,[0.     0.     0.6875],[19.2002 26.9502 27.3125],[19.2002 26.9502 26.625 ],348.0,3659.54021169144,0.0,522.0,0.0,2.0,True,1.0,12306.605508551993,13518.711586208496,0.9103386391575162,True,(),True,(),[128 128 128],[-0. -0. -0.],0.0366133,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,1279724.0,0.6102199554443359,1279724.0,0.0,6.0,1.0,13.0,35.0,0.563140869140625,0.65289306640625,0.91546630859375,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,1278447.0,0.6096110343933105,1278447.0,0.0,1.0,1.0,13.0,35.0,0.603271484375,0.65252685546875,0.91510009765625,True,(),True,(),True,(),True,(),,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/6c74b12fd0cebcf5/output.csv,6c74b12fd0cebcf5,35732788,0.25544514536095964
wss.5e67380e99a257814e5292217a77cd7,"{'_StanfordSceneDBModels', 'Bottle', 'DrinkBottle'}",3,"{'Bottle', 'DrinkBottle'}",2,True,(),0.0005607887193673,True,(),"(3,)",[16.327362 36.994045 16.327366],[0.16327362 0.16327366 0.36994045],9861.976661309758,0.0098619766613097,True,(),True,(),True,1619776,True,(),True,35304,True,(),True,(),4,17112,[479.286   247.979    -1.56084],[770.436 539.129 658.118],[291.15    291.15    659.67884],5704,1421151.8902937055,17112,0,0,5704,False,5704,2.9802322387695312e-08,37032097.77297929,8.047700287030668e-16,True,(),1146.0,[479.286 247.979 278.449],[770.436 539.129 658.118],[291.15  291.15  379.669],2288.0,411518.89520276827,0.0,3432.0,0.0,2.0,True,1.0,16929541.030631904,19337331.54956026,0.8754848613544556,True,(),True,(),[128 128 128],[-479.286   -247.979      1.56084],0.00151589,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,249193.0,0.1188244819641113,249193.0,0.0,1.0,1.0,6.928203230275509,18.76166303929372,0.03314208984375,0.14227294921875,0.3759918212890625,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,249199.0,0.1188273429870605,249199.0,0.0,1.0,1.0,7.071067811865476,19.849433241279208,0.03314208984375,0.14227294921875,0.3759918212890625,True,(),True,(),True,(),True,(),,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/6c74b12fd0cebcf5/output.csv,6c74b12fd0cebcf5,35732788,6.651925511768034e-08
wss.5e7b6119e33cdbbdddb81945e8c28aa,"{'Wii', 'VideoGameConsole'}",2,"{'Wii', 'VideoGameConsole'}",2,True,(),0.0002361103594898,True,(),"(3,)",[ 6.499012 22.448198 30.647339],[0.06499012 0.30647339 0.22448198],4471.174249489656,0.0044711742494896,True,(),True,(),True,87818,True,(),True,57070,True,(),True,(),2,1302,[556.011  843.647   -4.7603],[1854.02 1118.9   945.99],[1298.009   275.253   950.7503],434,4454887.384021117,1302,0,0,434,False,434,725439170.3783594,329381226.9355369,2.2024302269064497,True,(),97.0,[556.01098633 843.64697266  -4.76030016],[1726.61999512 1118.90002441  945.98999023],[1170.60900879  275.25305176  950.75029039],190.0,3361709.242149649,0.0,285.0,0.0,2.0,True,1.0,299160807.45913845,300152828.9202787,0.9966949454892402,True,(),True,(),[128 128 128],[-556.011  -843.647     4.7603],0.000770411,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,308928.0,0.147308349609375,308928.0,0.0,4.0,1.0,6.708203932499369,17.46424919657298,0.12864990234375,0.1549072265625,0.71514892578125,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,309034.0,0.1473588943481445,309034.0,0.0,1.0,1.0,9.0,24.0,0.12938232421875,0.1549072265625,0.71536865234375,True,(),True,(),True,(),True,(),,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/6c74b12fd0cebcf5/output.csv,6c74b12fd0cebcf5,35732788,0.8860897503817761
wss.5f3af8ff93de34c9e7922afdefd88b6e,"{'_Attributes', 'Suitcase'}",2,{'Suitcase'},1,True,(),0.0296678779534398,True,(),"(3,)",[95.924255 83.667274 31.97486 ],[0.95924255 0.3197486  0.83667274],256621.3030184999,0.2566213030184999,True,(),True,(),True,1278199,True,(),True,59566,True,(),True,(),3,16191,[ 0.00000e+00 -1.90735e-06  0.00000e+00],[32.3327 10.7776 28.2013],[32.3327     10.77760191 28.2013    ],5397,15273.50266347722,16191,0,0,5397,False,5397,903.8280292633494,8972.390006588148,0.1007343671641219,True,(),222.0,[0.         6.73597002 0.53887802],[32.33269882 10.77760029 26.40500069],[32.33269882  4.04163027 25.86612266],440.0,1871.9911518462688,0.0,660.0,0.0,2.0,True,1.0,2409.991086895593,2473.946038578129,0.974148606847022,True,(),True,(),[128 128 128],[-0.00000e+00  1.90735e-06 -0.00000e+00],0.0309284,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,550998.0,0.2627363204956054,550998.0,0.0,1.0,1.4142135623730951,12.0,30.0,0.221197509765625,0.2745361328125,0.801324462890625,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,550998.0,0.2627363204956054,550998.0,0.0,1.0,1.4142135623730951,12.0,30.0,0.221197509765625,0.2745361328125,0.801324462890625,True,(),True,(),True,(),True,(),,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/6c74b12fd0cebcf5/output.csv,6c74b12fd0cebcf5,35732788,4.1159840219456543e-08
wss.5f5266e61ff8ffdc35836c728d324152,{'Fireplace'},1,{'Fireplace'},1,True,(),0.0492296649116246,True,(),"(3,)",[177.4114   199.6322    77.837524],[1.774114   0.77837524 1.996322  ],2756773.7737367637,2.756773773736764,True,(),True,(),True,54437,True,(),True,53958,True,(),True,(),2,852,[10.8892 36.7722  0.    ],[46.9267 52.5833 40.5512],[36.0375 15.8111 40.5512],284,7558.781337213002,852,0,0,284,False,284,11624.250784078708,20248.946707120034,0.574066935540471,True,(),64.0,[12.3725 38.8037  0.    ],[45.4434 52.5833 38.0555],[33.0709 13.7796 38.0555],124.0,4182.579356198001,0.0,186.0,0.0,2.0,True,1.0,11624.250784078706,14969.150453445638,0.7765471273891168,True,(),True,(),[128 128 128],[-10.8892 -36.7722  -0.    ],0.0246602,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,407394.0,0.1942605972290039,407394.0,0.0,22.0,1.0,5.0,10.392304845413264,0.01405029296875,0.195068359375,0.74652099609375,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,407541.0,0.1943306922912597,407541.0,0.0,1.0,1.0,7.0,15.0,0.025390625,0.198486328125,0.746826171875,True,(),True,(),True,(),True,(),,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/6c74b12fd0cebcf5/output.csv,6c74b12fd0cebcf5,35732788,3.5622832810718316e-08
wss.5f55127e04171d6435836c728d324152,{'ChestOfDrawers'},1,{'ChestOfDrawers'},1,True,(),0.0279617099396302,True,(),"(3,)",[133.77888   83.052986  61.828644],[1.3377888  0.61828644 0.83052986],686961.70657623,0.68696170657623,True,(),True,(),True,1967590,True,(),True,55292,True,(),True,(),2,24372,[4.11621e+01 2.37610e+01 1.93437e-15],[89.0057 45.8729 29.7024],[47.8436 22.1119 29.7024],8124,12897.683139983756,24372,0,0,8124,False,8124,1.5158245029548805e-12,,,False,"('zero volume',)",742.0,[4.11621e+01 2.41491e+01 1.93437e-15],[89.0057 45.2021 28.915 ],[47.8436 21.053  28.915 ],1480.0,4366.14980765445,0.0,2220.0,0.0,2.0,True,1.0,15701.1319702479,26731.741069968957,0.5873591222192,True,(),True,(),[128 128 128],[-4.11621e+01 -2.37610e+01 -1.93437e-15],0.0209014,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,502937.0,0.239819049835205,502937.0,0.0,2.0,1.0,6.164414002968976,16.24807680927192,0.010986328125,0.2691650390625,0.56884765625,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,502940.0,0.2398204803466797,502940.0,0.0,1.0,1.0,6.324555320336759,17.0,0.010986328125,0.2691650390625,0.56884765625,True,(),True,(),True,(),True,(),,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/6c74b12fd0cebcf5/output.csv,6c74b12fd0cebcf5,35732788,7.059154623180471e-08
wss.5f919ac1f790280f563028cebd5782b,"{'CellPhone', '_StanfordSceneDBModels'}",2,{'CellPhone'},1,True,(),0.0006374585071629,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,195839,True,(),True,21168,True,(),True,(),9,3030,[1.02328e+02 1.15829e+02 1.13687e-13],[449.218  294.427   30.5624],[346.89   178.598   30.5624],1010,191780.3896023301,3030,0,0,1010,False,1010,1669337.240057449,1772295.3935741405,0.9419068887218296,True,(),506.0,[102.32800293 115.82900238   0.        ],[449.21798706 294.42700195  28.75      ],[346.88998413 178.59799957  28.75      ],1008.0,145939.40569715312,0.0,1512.0,0.0,2.0,True,1.0,1662987.6428460402,1693937.2467868067,0.981729190972408,True,(),True,(),[128 128 128],[-1.02328e+02 -1.15829e+02 -1.13687e-13],0.00288276,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,85675.0,0.0408530235290527,85675.0,0.0,7.0,1.0,4.0,9.055385138137416,0.03900146484375,0.04217529296875,0.1441528320312465,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,85689.0,0.0408596992492675,85689.0,0.0,1.0,1.0,4.47213595499958,10.0,0.0390625,0.04217529296875,0.2045043945312474,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.5fd6e1979602465ce939f7fa4def3e45,{'TV'},1,{'TV'},1,True,(),0.0115179606682764,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,182572,True,(),True,19686,True,(),True,(),7,3096,[315.657 547.817   0.   ],[335.357 628.879  47.   ],[19.7   81.062 47.   ],1032,12708.924534661728,3096,0,0,1032,False,1032,-559075.2754280001,34674.939154416825,-16.123323906591086,True,(),169.0,[318.57501221 553.21899414   2.25      ],[335.35699463 623.47698975  47.        ],[16.78198242 70.25799561 44.75      ],334.0,7947.957035343928,0.0,501.0,0.0,2.0,True,1.0,14749.29822288434,28463.6876605968,0.5181794572353416,True,(),True,(),[128 128 128],[-315.657 -547.817   -0.   ],0.0123362,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,71730.0,0.0342035293579101,71730.0,0.0,3.0,1.0,4.0,10.0,0.0029296875,0.0404052734375,0.1633514404296875,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,70786.0,0.0337533950805664,70786.0,0.0,1.0,1.0,4.0,10.0,0.010528564453125,0.043212890625,0.16339111328125,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.5fd95475524fc520c1dbab1d1ee81853,{'Ipod'},1,{'Ipod'},1,True,(),0.0025649182503913,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,669916,True,(),True,18342,True,(),True,(),7,8370,[8.29283e+00 1.87570e+01 7.10543e-15],[ 66.1678 112.694    6.1436],[57.87497 93.937    6.1436 ],2790,17510.832325985408,8370,0,0,2790,False,2790,21148.29698215588,31096.980523682443,0.6800755773072575,True,(),948.0,[8.29283e+00 1.87570e+01 7.10543e-15],[ 66.1678 112.694    6.1436],[57.87497 93.937    6.1436 ],1892.0,11927.770069284,0.0,2838.0,0.0,2.0,True,1.0,30261.366407657537,31096.980523682447,0.9731287699978288,True,(),True,(),[128 128 128],[-8.29283e+00 -1.87570e+01 -7.10543e-15],0.0106454,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,76199.0,0.0363345146179199,76199.0,0.0,1.0,1.0,4.0,8.0,0.03533935546875,0.03759765625,0.06085205078125,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,76199.0,0.0363345146179199,76199.0,0.0,1.0,1.0,4.0,8.0,0.03533935546875,0.03759765625,0.06085205078125,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.6027d3c6fd950a6fddfbf34146d7ee68,{'PottedPlant'},1,{'PottedPlant'},1,True,(),0.002121070732038,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,1110035,True,(),True,25292,True,(),True,(),3,13860,[ 64.5171 -36.9736   0.    ],[322.428 198.15  548.582],[257.9109 235.1236 548.582 ],4620,428917.6687595045,13860,0,0,4620,False,4620,1591.36091005528,20442588.94671476,7.784537047647386e-05,True,(),1093.0,[ 64.5171 -18.3502   0.    ],[281.017 198.15  326.75 ],[216.4999 216.5002 326.75  ],2182.0,204478.4755663357,0.0,3273.0,0.0,2.0,True,1.0,5298643.881935577,9307269.430685028,0.5693016540884204,True,(),True,(),[128 128 128],[-64.5171  36.9736  -0.    ],0.00182288,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,68021.0,0.0324349403381347,68021.0,0.0,57.0,1.0,5.0,14.491376746189438,0.0001220703125,0.04217529296875,0.136895751953125,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,67625.0,0.0322461128234863,67625.0,0.0,1.0,1.0,5.0990195135927845,15.7797338380595,0.0105224609375,0.070281982421875,0.1380645751953125,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.6060bfa3909185f78ce35a9a4af57797,{'Piano'},1,{'Piano'},1,True,(),0.0173303545918207,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,2544438,True,(),True,23374,True,(),True,(),6,32160,[-91.7129     1.62228    0.604856],[-26.4617  86.6617  85.1718],[65.2512   85.03942  84.566944],10720,61269.36242838057,32160,0,0,10720,False,10720,0.0,,,False,"('zero volume',)",243.0,[-73.00499725   1.62228      0.60485601],[-26.46170044  86.66169739  85.17179871],[46.54329681 85.03941739 84.56694269],482.0,25212.55225158129,0.0,723.0,0.0,2.0,True,1.0,179796.9229206687,261653.6207416008,0.6871562579989265,True,(),True,(),[128 128 128],[91.7129   -1.62228  -0.604856],0.0117593,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,559297.0,0.2666935920715332,559297.0,0.0,4.0,1.0,6.082762530298219,16.0,0.0413818359375,0.26715087890625,0.9459228515625,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,539471.0,0.257239818572998,539471.0,0.0,1.0,1.0,7.0,16.0,0.07940673828125,0.2503662109375,0.949609375,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.60858213ecdb37dcb7a0c56c5d82c3cd,{'MediaPlayer'},1,{'MediaPlayer'},1,True,(),0.0049461321275874,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,984342,True,(),True,22664,True,(),True,(),8,15420,[0.     1.6875 0.    ],[ 43.4291 131.772   52.1875],[ 43.4291 130.0845  52.1875],5140,70984.71757482963,15420,0,0,5140,False,5140,3.8805107275644936e-11,,,False,"('zero volume',)",502.0,[0.     1.6875 0.    ],[43.25   39.9375 52.1875],[43.25   38.25   52.1875],1000.0,11843.358038250091,0.0,1500.0,0.0,2.0,True,1.0,58240.57668076677,66006.73828717081,0.8823428969839965,True,(),True,(),[128 128 128],[-0.     -1.6875 -0.    ],0.00768731,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,234703.0,0.111915111541748,234703.0,0.0,2.0,1.0,9.273618495495704,24.20743687382041,0.094805908203125,0.12640380859375,0.3883575439453125,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,234705.0,0.1119160652160644,234705.0,0.0,1.0,1.0,9.486832980505138,25.0,0.094805908203125,0.12640380859375,0.3883575439453125,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.60bd4a48e841e05b8c679deac078a24a,"{'ChestOfDrawers', 'Dresser'}",2,"{'ChestOfDrawers', 'Dresser'}",2,True,(),0.0299598029443589,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,39740,True,(),True,57150,True,(),True,(),2,582,[ 7.51104 70.0289   0.     ],[58.511  97.4039 36.    ],[50.99996 27.375   36.     ],194,8702.92544,582,0,0,194,False,194,38810.17476,44511.491241,0.8719136042840897,True,(),88.0,[ 7.51104 70.0289   0.     ],[58.511  97.4039 36.    ],[50.99996 27.375   36.     ],172.0,8429.145439999998,0.0,258.0,0.0,2.0,True,1.0,38799.374760000006,44511.491241,0.8716709703102801,True,(),True,(),[128 128 128],[ -7.51104 -70.0289   -0.     ],0.0196079,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,615356.0,0.2934246063232422,615356.0,0.0,3.0,2.0,13.92838827718412,32.90896534380867,0.008453369140625,0.3175048828125,0.703125,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,615394.0,0.2934427261352539,615394.0,0.0,1.0,2.0,19.0,47.0,0.0084503173828125,0.3175048828125,0.703125,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.60fc7123d6360e6d620ef1b4a95dca08,{'Couch'},1,{'Couch'},1,True,(),0.0177502360721898,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,255715,True,(),True,30174,True,(),True,(),4,2754,[ 27.0837 -20.5733   0.    ],[144.599   46.2307  31.463 ],[117.5153  66.804   31.463 ],918,55427.8913297699,2754,0,0,918,False,918,-6378.335671402337,173415.71327326816,-0.0367806097325873,True,(),79.0,[ 27.08370018 -20.57329941   1.57480001],[65.85890198 46.23070145 27.5590992 ],[38.7752018  66.80400085 25.98429918],154.0,5892.665050177776,0.0,231.0,0.0,2.0,True,1.0,19432.530791670197,25675.50104137759,0.7568510838543528,True,(),True,(),[128 128 128],[-27.0837  20.5733  -0.    ],0.00850953,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,122952.0,0.0586280822753906,122952.0,0.0,13.0,1.0,4.0,11.0,0.038330078125,0.06671142578125,0.403436279296875,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,122955.0,0.0586295127868652,122955.0,0.0,1.0,1.0,4.242640687119285,12.0,0.038330078125,0.0667724609375,0.4035400390625,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.61cc25769c7636a14b709ea9254a0647,"{'ChestOfDrawers', 'Armoire'}",2,"{'ChestOfDrawers', 'Armoire'}",2,True,(),0.0213334873048895,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,115921,True,(),True,42875,True,(),True,(),4,1608,[140.796    16.5536   -7.11348],[187.808   35.0969  79.7756],[47.012   18.5433  86.88908],536,13888.080172610442,1608,0,0,536,False,536,72899.86798211285,70721.44571305347,1.030802852615572,True,(),22.0,[165.602005    17.84889984  74.39289856],[185.48199463  35.06930161  79.75589752],[19.87998962 17.22040176  5.36299896],40.0,895.2970256356814,0.0,60.0,0.0,2.0,True,1.0,1276.815490193217,1276.8154901932164,1.0000000000000009,True,(),True,(),[128 128 128],[-140.796    -16.5536     7.11348],0.0115089,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,196613.0,0.093752384185791,196613.0,0.0,10.0,1.0,5.0,11.874342087037917,0.0021759033203125,0.10015869140625,0.47528076171875,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,191850.0,0.0914812088012695,191850.0,0.0,1.0,1.0,5.0,12.0,0.0407806396484375,0.1002197265625,0.46380615234375,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/9f9a401c99d9e294/output.csv,9f9a401c99d9e294,35732789,
wss.624ed7cb7a0744f8d75375a7df333495,{'Ball'},1,{'Ball'},1,True,(),0.0022185795447252,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,141030,True,(),True,86443,True,(),True,(),3,1782,[-87.375 -87.375   0.   ],[ 87.375  87.375 174.75 ],[174.75 174.75 174.75],594,165706.23330131944,1782,0,0,594,False,594,2715282.4530817247,2715282.9029732263,0.999999834311371,True,(),134.0,[-87.375 -87.375   0.   ],[ 75.66899872  22.61429977 174.75      ],[163.04399872 109.98929977 174.75      ],264.0,67057.01912889858,0.0,396.0,0.0,2.0,True,1.0,1244504.3760859813,1244505.069108224,0.9999994431342548,True,(),True,(),[128 128 128],[87.375 87.375 -0.   ],0.00572246,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,1026931.0,0.4896788597106933,1026931.0,0.0,4.0,1.0,7.071067811865476,21.0,0.069580078125,0.5537109375,0.7408172607421875,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,1028342.0,0.4903516769409179,1028342.0,0.0,1.0,1.0,7.810249675906654,22.0454076850486,0.069580078125,0.55401611328125,0.7419403076171874,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/aa198818db9a6ae6/output.csv,aa198818db9a6ae6,35732790,
wss.629e40743d6958111f6a5b0146bf3030,{'Ball'},1,{'Ball'},1,True,(),0.0257338690299226,True,(),,,,,,False,"('missing dims',)",False,"('missing dims',)",True,2591201,True,(),True,54789,True,(),True,(),2,33468,[0. 0. 0.],[15.1286 14.9979 15.063 ],[15.1286 14.9979 15.063 ],11156,713.9421745427919,33468,0,0,11156,False,11156,1783.3585894203898,1783.9820877095144,0.9996505019341728,True,(),3150.0,[1.99999999e-06 2.35301003e-01 2.75842994e-01],[15.12860012 12.47579956 11.5092001 ],[15.12859812 12.24049856 11.2333571 ],6296.0,447.5351369174788,0.0,9444.0,0.0,2.0,True,1.0,518.4173240716747,803.8592948414706,0.6449105302364041,True,(),True,(),[128 128 128],[-0. -0. -0.],0.0661,xyz,3.0,"(128, 128, 128)",bool,0.0,1.0,1080265.0,0.5151104927062988,1080265.0,0.0,2.0,1.4142135623730951,13.0,32.12475680841802,0.0756103515625,0.5831298828125,0.7745880126953125,True,(),3.0,"(128, 128, 128)",bool,0.0,1.0,1080265.0,0.5151104927062988,1080265.0,0.0,1.0,1.4142135623730951,13.2664991614216,40.2119385257662,0.0756103515625,0.5831298828125,0.7745880126953125,True,(),True,(),True,(),False,"('missing dims',)",,,/ocean/projects/asc170022p/mtragoza/lung-project/notebooks/shapenet/2025-10-30_validate/aa198818db9a6ae6/output.csv,aa198818db9a6ae6,35732790,
